Ranking 2022;Año;Ranking 2021;Expediente;Nombre;Tipo;RAMA;CIIU;DETALLE;Region;Provincia;Ciudad;Tamaño;Sector;Cant. Empleados;"Activo
2022";"Patrimonio
2022";"Ingreso por ventas
2022";"Utilidad antes del impuesto
2022";"Utilidad del ejercicio
2022";"Utilidad neta
2022";"IR causado
2022";"Ingreso Total
2022";;
4834;2022;93120;95879;PARRAGA CONSTRUCTORA S.A. PARRAGACONS;ANÓNIMA;F;F4210.11;CONSTRUCCIÓN DE CARRETERAS, CALLES, CARRETERAS, Y OTRAS VÍAS PARA VEHÍCULOS O PEATONES.;COSTA;MANABI                                            ;PORTOVIEJO                                        ;PEQUEÑA;SOCIETARIO;8;3890034,88;772760,13;463138,22;8411,58;463138,22;6561,03;1850,55;463138,22;;
4835;2022;5282;151685;BANDA VANONI CIA. LTDA.;RESPONSABILIDAD LIMITADA;G;G4649.24;VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;26;3889437,8;1660936,56;2601270,31;25695,99;30230,58;13877,46;11818,53;2601270,31;;
4836;2022;4645;130064;VELASQUEZ SOLORZANO CONSTRUCTORA CIA. LTDA.;RESPONSABILIDAD LIMITADA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;9;3889196,13;174130,89;1099500;52516,43;61784,04;32297,2;20219,23;1119363,08;;
4837;2022;5917;727106;FARMACIAECOSUIZA CIA.LTDA.;RESPONSABILIDAD LIMITADA;G;G4772.01;VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.;SIERRA;CAÑAR                                             ;AZOGUES                                           ;GRANDE;SOCIETARIO;2;3888529,28;399414,3;10632620,98;357570,54;420671,22;266895,04;68596,21;10718184,91;;
4838;2022;5363;706107;AROMAS Y SABORES DEL ECUADOR AROMACACAO S.A.;ANÓNIMA;A;A0127.02;CULTIVO DE CACAO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;33;3887820,97;464084,49;35359044,65;0;277910,42;103425,84;71768,3;35426065,76;;
4839;2022;7747;159374;GERMANMOTORS S.A.;ANÓNIMA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;8;3887807,28;597082,4;15217766,65;102556,67;120654,91;33134,81;72499,81;15217766,65;;
4840;2022;0;336745;MALMAISON S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;M;M7420.02;REALIZACIÓN DE FOTOGRAFÍAS PARA ANUNCIOS COMERCIALES, PARA EDITORIALES, Y PARA ACTIVIDADES RELACIONADAS CON LA MODA, LOS BIENES RAÍCES O EL TURISMO, ACTIVIDADES DE FOTÓGRAFOS DE PRENSA.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;MEDIANA;SOCIETARIO;2;3885572,68;3356872,68;3570642;0;3356772,68;3356772,68;0;3570642;;
4841;2022;5501;722687;CTEC CONECTIVIDAD & TECNOLOGÍA S.A.;ANÓNIMA;J;J6110.03;ACTIVIDADES DE COMPRA EN DERECHOS DE ACCESO Y CAPACIDAD DE RED A LOS PROPIETARIOS Y OPERADORES DE REDES Y UTILIZACIÓN DE ESA CAPACIDAD PARA SUMINISTRAR SERVICIOS DE TELECOMUNICACIONES A EMPRESAS Y HOGARES.;SIERRA;PICHINCHA                                         ;SANGOLQUÍ                                         ;GRANDE;SOCIETARIO;6;3884813,42;1131679,06;10118642,77;230216,57;260969,39;130427,92;99788,65;10227075,5;;
4842;2022;34807;140639;AGRIPRIVAD S.A.;ANÓNIMA;G;G4711.01;VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS EN TIENDAS, ENTRE LOS QUE PREDOMINAN, LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, COMO PRODUCTOS DE PRIMERA NECESIDAD Y VARIOS OTROS TIPOS DE PRODUCTOS, COMO PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ETCÉTERA.;COSTA;GUAYAS                                            ;ELOY ALFARO (DURAN)                               ;MICROEMPRESA;SOCIETARIO;1;3884286,14;3881032,33;0;0;3922619,84;3768286,14;0;3949295;;
4843;2022;4991;175044;CELESTOSA S.A.;ANÓNIMA;M;M6910.02;ACTIVIDADES DE NOTARIOS PÚBLICOS, PRESTACIÓN DE ASESORAMIENTO EN GENERAL, PREPARACIÓN DE DOCUMENTOS JURÍDICOS: ESCRITURAS DE CONSTITUCIÓN, CONTRATOS DE SOCIEDAD Y DOCUMENTOS SIMILARES PARA LA FORMACIÓN DE SOCIEDADES, PATENTES Y DERECHOS DE AUTOR, ESCRITURAS, TESTAMENTOS, FIDEICOMISOS, ETCÉTERA.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;MICROEMPRESA;SOCIETARIO;2;3882526,27;13747,79;0;-11921,18;-11921,18;-11981,18;60;0;;
4844;2022;5751;111130;TOCALIT S.A.;ANÓNIMA;G;G4630.11;VENTA AL POR MAYOR DE BANANO Y PLÁTANO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;77;3882169,88;86624,14;3023279,17;-1176022,32;-1176022,32;-1211740,44;35718,12;3089845,69;;
4845;2022;3010;733753;COLDER ENTERPRISES S.A. CEN;ANÓNIMA;L;L6820.02;INTERMEDIACIÓN EN LA COMPRA, VENTA Y ALQUILER DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;MICROEMPRESA;SOCIETARIO;5;3879797,11;2527350,3;23878,41;-121364,86;-121364,86;-117993,91;0;23878,41;;
4846;2022;4770;4291;CASA Y CAMPO CYCSA S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;5;3879298,81;3814617,01;138045,21;55688,75;55767,2;53609,93;2078,82;138045,21;;
4847;2022;6049;154668;PROMOTORES INMOBILIARIOS CONTRERAS VEGA CIA. LTDA.;RESPONSABILIDAD LIMITADA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;4;3877606,1;82652,43;1579858,66;19243,94;22639,93;14384,97;4858,98;1579858,66;;
4848;2022;4915;1465;TRANSPORTES Y LOGISTICA DEL AREA ANDINA, TRANDINA S.A.;ANÓNIMA;H;H5210.00;ACTIVIDADES DE ALMACENAMIENTO Y DEPÓSITO PARA TODO TIPO DE PRODUCTOS: EXPLOTACIÓN DE SILOS DE GRANOS, ALMACENES PARA MERCANCÍAS DIVERSAS, CÁMARAS FRIGORÍFICAS, TANQUES DE ALMACENAMIENTO, ETCÉTERA. INCLUYE LA CONGELACIÓN POR CORRIENTE DE AIRE, ALMACENAMIENTO DE PRODUCTOS EN ZONAS FRANCAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;74;3876358,99;3068626,85;2792630,85;330622,39;388967,52;259605,27;88281,45;2815703;;
4849;2022;4736;145126;XWCONSTRUC S.A.;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;8;3876335,74;320722,45;520645,72;23889,45;156768,73;18211,05;5678,4;521939,14;;
4850;2022;4860;67279;PORCONECU PORCIONES CONTROLADAS ECUATORIANAS S.A.;ANÓNIMA;C;C2220.93;FABRICACIÓN DE ARTÍCULOS DE PLÁSTICO PARA OFICINA Y USO ESCOLAR.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;5;3875274,88;710108,77;2797694,69;29581,5;34801,76;13349,87;20393,67;2797694,69;;
4851;2022;3071;600072;SERVISEGUROS S.A. AGENCIA ASESORA PRODUCTORA DE SEGUROS;ANÓNIMA;K;K6622.00;ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS (INTERMEDIARIOS DE SEGUROS) QUE VENDEN, NEGOCIAN U OFERTAN CONTRATOS DE ANUALIDADES Y PÓLIZAS DE SEGUROS Y REASEGUROS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;42;3874988,95;2676556,67;3188645,94;102630,04;120741,22;35999,1;66630,94;3188645,94;;
4852;2022;5665;89137;CONTROLDATA S.A.;ANÓNIMA;M;M7020.04;PRESTACIÓN DE ASESORAMIENTO Y AYUDA A LAS EMPRESAS Y LAS ADMINISTRACIONES PÚBLICAS EN MATERIA DE PLANIFICACIÓN, ORGANIZACIÓN, EFICIENCIA Y CONTROL, INFORMACIÓN ADMINISTRATIVA, ETCÉTERA.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;PEQUEÑA;SOCIETARIO;7;3872824,07;484849,24;821254,57;-3482,52;117,99;-3582,81;5622,18;862758,83;;
4853;2022;4604;21612;DISTRIBUIDORA DE COMBUSTIBLES C. LTDA. DISCOLDA;RESPONSABILIDAD LIMITADA;G;G4661.03;VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;MERCADO DE VALORES;12;3872014,77;845377,95;9826694,56;85909,23;101069,68;64431,92;21477,31;9826694,56;;
4854;2022;4930;49033;ARONEM AIR CARGO S.A.;ANÓNIMA;H;H5120.01;TRANSPORTE AÉREO DE CARGA CON ITINERARIOS Y HORARIOS ESTABLECIDOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;164;3871737,27;1573259,61;4737637,33;1397503,9;1667676,04;1003583,19;390703,07;4761191,13;;
4855;2022;4737;714459;VALORPART S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;2;3871704,81;3656782,05;134027,32;1758,05;1758,05;1758,05;0;134027,32;;
4856;2022;12388;727921;GREEN ENERGY CONSTRUCTIONS & INTEGRATION C&I S.A.;ANÓNIMA;F;F4220.20;"CONSTRUCCIÓN DE OBRAS CIVILES PARA: CENTRALES ELÉCTRICAS, LÍNEAS DE TRANSMISIÓN DE ENERGÍA ELÉCTRICA Y COMUNICACIONES; OBRAS AUXILIARES EN ZONAS URBANAS.";COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;GRANDE;MERCADO DE VALORES;102;3871609,65;1025284,06;7208909,65;699032,51;822390,45;523795,4;175237,11;7648479,92;;
4857;2022;4969;81130;SAN FERMIN S.A. FERMINSA;ANÓNIMA;A;A0122.01;CULTIVO DE BANANOS Y PLÁTANOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;5;3870870,65;1332131,73;225357,92;-46,13;-46,13;-559,47;0;235385,01;;
4858;2022;6794;201313;ESCUELA DE CAPACITACION DE CONDUCTORES NO PROFESIONALES SPORTMANCAR CIA. LTDA.;RESPONSABILIDAD LIMITADA;P;P8549.91;ACTIVIDADES DE ESCUELAS DE CONDUCIR QUE NO CONCEDEN CERTIFICADOS NI PERMISOS PROFESIONALES.;COSTA;EL ORO                                            ;MACHALA                                           ;GRANDE;SOCIETARIO;229;3870750,58;479903,53;5146978,91;0;130099,06;73694,21;36889,99;5146978,91;;
4859;2022;5599;69625;MINAS SAN ANTONIO S.A. MISANSA;ANÓNIMA;B;B0810.12;EXTRACCIÓN, TRITURACIÓN Y FRAGMENTACIÓN DE PIEDRA CALIZA, PARA UTILIZARLA EN LA FABRICACIÓN DE CAL O CEMENTO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;65;3868933,05;2227508,73;3102752,2;217766,8;256196,24;117625,77;100141,04;3109480,1;;
4860;2022;4924;309793;SANJUDASTADEO CAMARONERA S.A.;ANÓNIMA;A;A0321.02;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).;COSTA;EL ORO                                            ;MACHALA                                           ;MEDIANA;SOCIETARIO;10;3868657,86;857168,86;2292118,9;0;17614,52;10184,69;6819,19;2292118,9;;
4861;2022;4782;47891;HOTEL RIO AMAZONAS APARTSUIT S.A.;ANÓNIMA;I;I5510.01;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;50;3867353,36;2850073,08;1594119,08;10351,05;10351,05;10351,05;0;1615829,22;;
4862;2022;5024;718113;ECOCLIK S.A.;ANÓNIMA;E;E3830.01;"ACTIVIDADES DE PROCESAMIENTO DE DESPERDICIOS Y DESECHOS METÁLICOS Y NO METÁLICOS Y DE OTROS ARTÍCULOS PARA CONVERTIRLOS EN MATERIAS PRIMAS SECUNDARIAS, NORMALMENTE MEDIANTE UN PROCESO DE TRANSFORMACIÓN MECÁNICO O QUÍMICO; RECUPERACIÓN DE MATERIALES DE CORRIENTES DE DESECHOS: SEPARACIÓN Y CLASIFICACIÓN DE MATERIALES RECUPERABLES DE CORRIENTES DE DESECHOS NO PELIGROSOS (BASURA); SEPARACIÓN Y CLASIFICACIÓN EN CATEGORÍAS DISTINTAS DE MATERIALES RECUPERABLES MEZCLADOS COMO: PAPEL, PLÁSTICOS, LATAS DE BEBIDAS USADAS, Y METALES. ENTRE LOS PROCESOS DE TRANSFORMACIÓN MECÁNICA O QUÍMICA QUE SE REALIZAN SE CUENTAN LOS SIGUIENTES: APLASTAMIENTO MECÁNICO DE DESPERDICIOS METÁLICOS, COMO: AUTOMÓVILES USADOS, LAVADORAS USADAS, BICICLETAS USADAS, ETCÉTERA, PARA SU POSTERIOR CLASIFICACIÓN Y SEPARACIÓN; DESGUACE DE AUTOMÓVILES, BUQUES, COMPUTADORAS, APARATOS DE TELEVISIÓN Y OTROS EQUIPOS PARA LA RECUPERACIÓN DE MATERIALES; REDUCCIÓN MECÁNICA DE GRANDES VOLÚMENES DE METAL, COMO VAGONES DE FERROCARRIL; TRITURACIÓN DE DESECHOS DE METAL, VEHÍCULOS DESECHADOS, ETCÉTERA; OTROS MÉTODOS DE TRATAMIENTO MECÁNICO, COMO EL CORTE Y EL PRENSADO PARA REDUCIR EL VOLUMEN.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;39;3867304,27;15009,85;822819,73;13797,68;2868,94;10851,42;3837,01;822819,73;;
4863;2022;5808;39673;COMPAÑIA MINERA MOLLOPONGO COMIMOLL S.A.;ANÓNIMA;B;B0729.02;EXTRACCIÓN DE METALES PRECIOSOS: ORO, PLATA, PLATINO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;73;3867027,43;1649855,12;2807679,84;389091,39;457636,93;281623,91;107367,48;2807679,84;;
4864;2022;5306;21175;DESAGREC, DESARROLLO AGROINDUSTRIAL DEL ECUADOR S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;2;3866152,32;3063158,04;122700,9;-254891,03;-9404,84;-254891,03;0;122700,9;;
4865;2022;5357;126784;MODACOL FGF COMPAÑIA ANONIMA;ANÓNIMA;G;G4771.11;VENTA AL POR MENOR DE PRENDAS DE VESTIR Y PELETERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;60;3865776,29;381886,39;6561286,37;163724,17;192616,67;117147,4;62098,07;6757700,14;;
4866;2022;5911;144610;NARANJO LOPEZ CONSTRUCTORES CIA. LTDA.;RESPONSABILIDAD LIMITADA;M;M7110.25;ACTIVIDADES DE DISEÑO DE INGENIERÍA Y CONSULTORÍA DE INGENIERÍA PARA GESTIÓN DE PROYECTOS RELACIONADOS CON LA CONSTRUCCIÓN.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;5;3865573,29;1710983,53;5415985,22;147174,14;173146,05;108870,49;40297,39;5473322,57;;
4867;2022;4812;70367;INMOBILIARIA VASCONEZ GARCES VASGAR S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MICROEMPRESA;SOCIETARIO;3;3864751,08;3454946,27;0;-8440,69;-8440,69;-8440,69;0;0;;
4868;2022;4880;92470;PINTO HOLDING S.A;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;5;3863496,85;3788895,81;484149,45;0;113431,41;97195,32;16236,09;658003,91;;
4869;2022;6370;151764;ABERCROMBIE & KENT ECUADOR S.A.;ANÓNIMA;H;H5110.02;VUELOS PANORÁMICOS Y TURÍSTICOS INCLUYE ACTIVIDADES GENERALES DE AVIACIÓN, COMO: TRANSPORTE DE PASAJEROS POR CLUBES AÉREOS CON FINES DE INSTRUCCIÓN O DE RECREO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;30;3862995,95;1163848,64;6714157,68;374235,19;1709388,86;263843,48;110391,71;6718022,07;;
4870;2022;5074;120771;MAXITRAVEL MAYORISTAS DE TURISMO S.A.;ANÓNIMA;N;N7911.00;ACTIVIDADES DE LAS AGENCIAS DE VIAJES DEDICADAS PRINCIPALMENTE A VENDER SERVICIOS DE VIAJES, DE VIAJES ORGANIZADOS, DE TRANSPORTE Y DE ALOJAMIENTO, AL POR MAYOR O AL POR MENOR, AL PÚBLICO EN GENERAL Y A CLIENTES COMERCIALES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;24;3862500,33;2417847,78;8759921,82;625759,23;736187,33;736187,33;112631,9;8759921,82;;
4871;2022;4384;124040;PAYPOWER S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;PEQUEÑA;SOCIETARIO;1;3862007,79;1632079,66;384518,18;0;59957,92;42450,1;17551,66;392331,08;;
4872;2022;4819;129025;COMERCIAL KAIA S.A.;ANÓNIMA;L;L6820.03;ADMINISTRACIÓN DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;1;3860023,36;2475145,38;108309,17;7552,61;8208,76;2694,62;4857,99;108309,17;;
4873;2022;4691;88000;FLORES VERDES FLORDES CIA.LTDA.;RESPONSABILIDAD LIMITADA;A;A0119.03;CULTIVO DE FLORES, INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS.;SIERRA;PICHINCHA                                         ;CAYAMBE                                           ;GRANDE;SOCIETARIO;201;3859135,56;2177049,24;5836399,12;128753,14;69596,29;32270,18;26886,67;5836399,12;;
4874;2022;6980;103008;LOGISTICS UNLIMITED S.A. LOGUNSA;ANÓNIMA;H;H5229.02;"ACTIVIDADES LOGÍSTICAS: PLANIFICACIÓN, DISEÑO Y APOYO DE OPERACIONES DE TRANSPORTE, ALMACENAMIENTO Y DISTRIBUCIÓN; CONTRATACIÓN DE ESPACIO EN BUQUES Y AERONAVES, ORGANIZACIÓN DE ENVÍOS DE GRUPO E INDIVIDUALES (INCLUIDAS LA RECOGIDA Y ENTREGA DE MERCANCÍAS Y LA AGRUPACIÓN DE ENVÍOS); MANIPULACIÓN DE MERCANCÍAS, COMO: EL EMBALAJE TEMPORAL CON LA EXCLUSIVA FINALIDAD DE PROTEGER LAS MERCANCÍAS DURANTE EL TRÁNSITO, DESEMBALAJE, MUESTREO Y PESAJE DE LA CARGA.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;1;3856705,55;1317588,86;4668656,53;727440,24;855812,05;538180,04;189260,2;4668656,53;;
4875;2022;4251;93735;DIALCENTRO S.A.;ANÓNIMA;Q;Q8610.02;ACTIVIDADES A CORTO Y A LARGO PLAZO DE CLÍNICAS DEL DÍA, BÁSICAS Y GENERALES, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;54;3855507,69;2594692,2;3896592;0;-369073,43;222121,53;77760,52;3896592;;
4876;2022;5830;132926;EQUIPOS Y RENTAS, EQUIRENT S.A.;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;PEQUEÑA;SOCIETARIO;18;3855330,22;1095072,56;840156,44;0;18933,34;-79238,75;0;961942,34;;
